image,class_id,confidence,x1,y1,x2,y2
000014.jpg,0,0.898,960.5,1593.6,1087.4,1884.0
000015.jpg,0,0.918,536.4,676.6,844.4,1180.9
000015.jpg,0,0.909,1103.9,1294.2,1293.6,1776.7
000015.jpg,0,0.9,962.2,1594.7,1087.2,1884.9
000016.jpg,0,0.919,520.4,670.2,835.2,1180.9
000016.jpg,0,0.915,1100.2,1296.6,1289.8,1779.3
000016.jpg,0,0.91,963.2,1599.9,1086.6,1888.1
000017.jpg,0,0.917,1095.7,1302.1,1284.2,1783.0
000017.jpg,0,0.917,505.4,672.0,820.7,1183.2
000017.jpg,0,0.893,967.9,1600.3,1085.7,1891.3
000018.jpg,0,0.918,487.3,668.1,808.2,1179.1
000018.jpg,0,0.917,1089.7,1306.6,1280.9,1784.6
000018.jpg,0,0.895,967.9,1603.6,1086.1,1892.6
000019.jpg,0,0.919,1079.5,1320.6,1277.6,1790.3
000019.jpg,0,0.918,474.8,651.5,792.8,1171.7
000019.jpg,0,0.888,965.7,1601.0,1085.4,1898.3
000020.jpg,0,0.922,1075.6,1323.1,1275.0,1794.1
000020.jpg,0,0.92,462.8,652.1,776.2,1172.2
000020.jpg,0,0.888,969.1,1610.5,1085.4,1897.5
000021.jpg,0,0.925,1073.2,1334.2,1272.3,1800.1
000021.jpg,0,0.922,452.8,649.8,769.2,1165.4
000021.jpg,0,0.88,973.4,1616.9,1086.8,1903.8
000022.jpg,0,0.93,446.1,646.0,753.3,1154.8
000022.jpg,0,0.927,1070.6,1337.0,1268.7,1802.6
000022.jpg,0,0.879,975.4,1619.2,1086.9,1904.9
000023.jpg,0,0.939,435.3,645.7,729.3,1142.6
000023.jpg,0,0.926,1069.9,1345.2,1265.4,1804.4
000023.jpg,0,0.878,976.1,1620.4,1087.8,1903.7
000024.jpg,0,0.933,430.1,640.2,722.4,1133.4
000024.jpg,0,0.919,1068.8,1361.6,1257.5,1806.5
000024.jpg,0,0.877,978.0,1622.6,1088.4,1905.2
000025.jpg,0,0.919,426.7,637.4,715.6,1122.5
000025.jpg,0,0.901,1068.6,1372.0,1250.3,1808.2
000025.jpg,0,0.872,979.5,1624.5,1088.3,1909.3
000026.jpg,0,0.902,421.8,634.0,710.3,1114.3
000026.jpg,0,0.899,1068.7,1374.1,1247.4,1810.5
000026.jpg,0,0.87,982.1,1626.5,1091.8,1910.6
000027.jpg,0,0.91,423.6,626.9,705.4,1103.4
000027.jpg,0,0.896,1067.8,1377.7,1244.7,1811.4
000027.jpg,0,0.879,985.7,1625.5,1094.8,1910.4
000028.jpg,0,0.917,422.6,628.0,696.4,1093.8
000028.jpg,0,0.9,1054.4,1380.4,1242.1,1811.3
000028.jpg,0,0.851,988.2,1624.7,1093.5,1910.0
000029.jpg,0,0.915,418.5,618.8,695.4,1088.7
000029.jpg,0,0.892,1060.8,1386.2,1235.2,1813.4
000029.jpg,0,0.84,990.4,1620.5,1094.8,1911.3
000030.jpg,0,0.917,418.2,609.0,690.5,1081.4
000030.jpg,0,0.89,1062.1,1390.9,1236.2,1813.0
000030.jpg,0,0.857,993.1,1612.5,1097.6,1911.0
000031.jpg,0,0.921,414.8,602.7,685.9,1072.9
000031.jpg,0,0.893,1056.1,1391.6,1231.5,1812.7
000031.jpg,0,0.866,995.5,1613.5,1099.1,1911.0
000032.jpg,0,0.92,414.8,598.8,683.1,1064.8
000032.jpg,0,0.903,1051.8,1398.9,1226.0,1815.2
000032.jpg,0,0.867,999.0,1617.3,1101.2,1910.7
000033.jpg,0,0.924,409.4,590.9,674.4,1056.7
000033.jpg,0,0.906,1053.0,1400.6,1221.5,1817.2
000033.jpg,0,0.864,1002.6,1617.8,1103.0,1911.2
000034.jpg,0,0.927,405.4,583.4,672.3,1051.2
000034.jpg,0,0.912,1048.8,1403.1,1219.1,1826.7
000034.jpg,0,0.854,1010.5,1616.2,1103.3,1908.2
000034.jpg,0,0.519,1022.0,1599.0,1113.9,1887.5
000035.jpg,0,0.922,402.5,574.7,667.4,1038.1
000035.jpg,0,0.912,1045.7,1404.9,1214.3,1824.1
000035.jpg,0,0.857,1012.2,1617.4,1103.6,1906.2
000035.jpg,0,0.461,1023.3,1592.6,1117.5,1885.6
000036.jpg,0,0.924,397.8,567.3,655.8,1022.9
000036.jpg,0,0.915,1046.7,1412.1,1211.4,1827.4
000036.jpg,0,0.842,1017.8,1616.8,1106.3,1904.0
000036.jpg,0,0.396,1029.9,1556.2,1129.0,1882.0
000037.jpg,0,0.92,394.4,559.7,650.6,1016.4
000037.jpg,0,0.915,1045.4,1414.6,1211.0,1830.5
000037.jpg,0,0.836,1019.1,1618.0,1108.6,1906.5
000037.jpg,0,0.575,1028.8,1582.4,1123.3,1886.2
000038.jpg,0,0.919,393.8,556.4,650.4,1013.4
000038.jpg,0,0.909,1042.7,1419.9,1207.7,1833.3
000038.jpg,0,0.796,1024.0,1614.1,1107.9,1906.9
000039.jpg,0,0.921,393.2,550.6,650.5,1011.9
000039.jpg,0,0.901,1041.8,1424.6,1207.5,1839.8
000039.jpg,0,0.75,1030.5,1616.5,1107.0,1907.4
000040.jpg,0,0.922,392.8,548.1,649.3,1008.9
000040.jpg,0,0.886,1042.5,1434.1,1206.0,1840.2
000040.jpg,0,0.809,1034.7,1632.7,1110.3,1907.5
000041.jpg,0,0.919,391.4,539.7,646.1,1001.9
000041.jpg,0,0.891,1040.7,1438.6,1204.6,1845.7
000041.jpg,0,0.77,1038.7,1642.0,1108.6,1909.1
000042.jpg,0,0.917,388.5,534.7,644.2,1001.0
000042.jpg,0,0.895,1038.1,1444.3,1202.6,1848.1
000042.jpg,0,0.689,1042.3,1648.5,1108.9,1907.3
000043.jpg,0,0.914,388.0,534.9,640.4,996.6
000043.jpg,0,0.897,1035.2,1452.6,1200.4,1850.0
000043.jpg,0,0.69,1047.0,1647.2,1111.5,1904.5
000043.jpg,0,0.254,1085.8,1668.2,1131.3,1906.4
000044.jpg,0,0.912,391.4,534.1,640.2,994.2
000044.jpg,0,0.895,1034.8,1458.9,1198.8,1850.0
000044.jpg,0,0.655,1051.4,1644.9,1113.9,1902.5
000044.jpg,0,0.419,1087.9,1672.8,1132.9,1906.4
000045.jpg,0,0.912,389.3,532.6,633.2,993.8
000045.jpg,0,0.898,1032.1,1464.9,1197.6,1853.5
000045.jpg,0,0.478,1090.2,1680.3,1133.7,1905.6
000045.jpg,0,0.448,1069.4,1657.2,1120.1,1903.1
000045.jpg,0,0.416,1056.3,1641.4,1114.0,1896.7
000046.jpg,0,0.914,392.0,530.9,630.5,992.4
000046.jpg,0,0.902,1031.0,1472.5,1195.7,1855.4
000046.jpg,0,0.482,1089.3,1692.2,1133.5,1903.6
000046.jpg,0,0.422,1059.6,1639.9,1112.5,1891.2
000046.jpg,0,0.417,1071.9,1663.4,1120.1,1900.6
000047.jpg,0,0.913,390.8,529.5,627.2,992.2
000047.jpg,0,0.906,1028.6,1472.4,1193.8,1857.8
000047.jpg,0,0.299,1057.9,1639.4,1110.5,1880.8
000047.jpg,0,0.265,1090.5,1688.0,1133.8,1896.5
000047.jpg,0,0.259,1070.4,1662.7,1117.6,1892.4
000048.jpg,0,0.911,391.6,524.6,626.6,988.8
000048.jpg,0,0.901,1025.5,1473.1,1188.7,1862.0
000049.jpg,0,0.903,388.4,521.1,622.1,986.2
000049.jpg,0,0.897,1026.4,1477.8,1186.7,1859.8
000050.jpg,0,0.901,389.7,519.4,619.4,980.0
000050.jpg,0,0.892,1024.4,1483.1,1181.5,1862.3
000051.jpg,0,0.902,386.3,515.8,613.7,976.3
000051.jpg,0,0.886,1019.9,1482.4,1181.1,1861.5
000052.jpg,0,0.914,377.5,504.3,610.7,963.2
000052.jpg,0,0.886,1017.9,1482.5,1176.3,1861.6
000053.jpg,0,0.923,377.6,502.8,607.5,959.6
000053.jpg,0,0.899,1012.4,1483.1,1171.3,1864.5
000054.jpg,0,0.92,379.0,500.6,607.3,956.4
000054.jpg,0,0.905,1006.5,1483.6,1168.0,1863.7
000055.jpg,0,0.9,378.7,506.2,597.2,949.6
000055.jpg,0,0.894,1003.7,1484.0,1164.7,1864.8
000056.jpg,0,0.905,370.4,502.3,586.6,942.0
000056.jpg,0,0.898,1001.3,1485.8,1162.8,1867.2
000057.jpg,0,0.907,369.1,496.3,586.2,937.9
000057.jpg,0,0.901,998.8,1496.2,1160.2,1863.7
000058.jpg,0,0.91,365.8,493.5,579.6,926.7
000058.jpg,0,0.893,994.5,1500.7,1155.6,1867.5
000059.jpg,0,0.903,366.4,490.3,571.1,916.4
000059.jpg,0,0.891,992.0,1505.8,1145.9,1868.6
000060.jpg,0,0.904,364.8,486.9,566.1,910.1
000060.jpg,0,0.899,989.9,1509.6,1139.0,1872.0
000061.jpg,0,0.906,987.7,1514.3,1135.5,1873.1
000061.jpg,0,0.904,364.4,482.6,561.0,896.5
000062.jpg,0,0.908,360.2,476.8,558.0,889.4
000062.jpg,0,0.895,988.1,1520.0,1133.1,1874.5
000063.jpg,0,0.909,984.6,1523.4,1133.4,1875.0
000063.jpg,0,0.903,362.2,476.1,555.9,885.7
000064.jpg,0,0.916,981.7,1522.7,1133.2,1875.3
000064.jpg,0,0.901,365.8,475.0,552.5,879.8
000065.jpg,0,0.91,981.3,1525.5,1131.7,1875.4
000065.jpg,0,0.898,366.8,473.7,549.7,876.9
000066.jpg,0,0.913,979.2,1527.7,1131.3,1877.8
000066.jpg,0,0.897,364.2,462.9,549.7,873.5
000067.jpg,0,0.911,977.3,1527.3,1131.0,1878.1
000067.jpg,0,0.895,367.1,462.9,549.4,870.8
000068.jpg,0,0.914,974.1,1522.7,1129.6,1878.6
000068.jpg,0,0.895,371.3,460.8,548.5,861.8
000069.jpg,0,0.918,971.0,1522.7,1127.9,1877.7
000069.jpg,0,0.883,370.4,457.2,547.5,855.6
000070.jpg,0,0.915,969.6,1521.0,1127.8,1876.5
000070.jpg,0,0.888,374.0,456.8,548.2,855.0
000071.jpg,0,0.911,967.8,1523.5,1126.0,1877.6
000071.jpg,0,0.886,370.0,454.2,546.4,850.4
000072.jpg,0,0.906,969.3,1523.2,1127.6,1877.7
000072.jpg,0,0.888,374.0,453.4,545.8,845.7
000073.jpg,0,0.908,968.8,1520.9,1127.9,1875.7
000073.jpg,0,0.893,372.2,450.1,546.1,843.4
000074.jpg,0,0.91,971.0,1523.5,1126.3,1876.1
000074.jpg,0,0.901,371.3,443.6,546.3,837.6
000075.jpg,0,0.907,973.6,1526.8,1127.5,1876.5
000075.jpg,0,0.906,373.1,439.1,546.6,829.8
000076.jpg,0,0.91,973.4,1527.6,1127.8,1876.5
000076.jpg,0,0.902,373.5,436.3,544.9,813.4
000077.jpg,0,0.911,975.9,1530.7,1127.4,1877.0
000077.jpg,0,0.887,377.5,429.5,545.4,808.5
000078.jpg,0,0.915,977.5,1531.0,1128.1,1876.3
000078.jpg,0,0.902,379.4,425.5,545.4,801.7
000079.jpg,0,0.899,976.4,1530.4,1129.1,1875.0
000079.jpg,0,0.899,379.6,422.6,546.7,799.2
000080.jpg,0,0.901,381.0,420.5,546.3,793.6
000080.jpg,0,0.889,979.3,1532.2,1130.3,1876.7
000081.jpg,0,0.9,382.7,420.9,545.7,783.6
000081.jpg,0,0.893,981.4,1528.6,1130.8,1875.1
000082.jpg,0,0.897,383.1,416.2,546.2,773.3
000082.jpg,0,0.886,982.9,1526.1,1131.7,1876.0
000083.jpg,0,0.897,382.4,413.9,545.7,766.4
000083.jpg,0,0.888,986.4,1521.9,1134.7,1872.8
000084.jpg,0,0.89,986.9,1518.7,1135.9,1871.2
000084.jpg,0,0.885,384.1,410.5,546.8,763.5
000085.jpg,0,0.894,989.2,1519.3,1136.7,1871.1
000085.jpg,0,0.88,382.7,406.9,548.4,766.2
000086.jpg,0,0.897,990.6,1518.6,1139.2,1870.6
000086.jpg,0,0.879,386.1,401.9,551.4,760.4
000087.jpg,0,0.902,990.6,1518.8,1141.8,1870.6
000087.jpg,0,0.875,388.6,398.6,552.4,758.0
000088.jpg,0,0.901,989.2,1522.9,1143.1,1872.1
000088.jpg,0,0.873,390.3,397.2,555.5,754.2
000089.jpg,0,0.903,990.3,1522.8,1144.3,1871.5
000089.jpg,0,0.885,391.2,391.8,557.7,754.3
000090.jpg,0,0.903,990.4,1520.1,1145.1,1872.5
000090.jpg,0,0.889,394.0,390.6,558.5,749.5
000091.jpg,0,0.908,394.2,391.2,555.0,734.2
000091.jpg,0,0.902,992.0,1524.5,1146.3,1872.8
000092.jpg,0,0.917,397.4,388.6,556.6,725.6
000092.jpg,0,0.906,993.0,1523.6,1148.5,1873.8
000093.jpg,0,0.911,397.8,388.0,557.0,723.5
000093.jpg,0,0.909,994.1,1523.9,1151.3,1873.7
000094.jpg,0,0.911,995.0,1524.2,1154.5,1873.6
000094.jpg,0,0.904,398.3,381.6,555.8,721.3
000095.jpg,0,0.903,398.8,376.9,558.7,719.3
000095.jpg,0,0.902,996.8,1523.2,1156.8,1872.5
000096.jpg,0,0.904,998.3,1520.5,1159.3,1872.1
000096.jpg,0,0.894,401.9,373.3,563.3,717.0
000097.jpg,0,0.911,999.8,1519.5,1161.4,1873.4
000097.jpg,0,0.896,398.9,374.3,560.9,710.1
000098.jpg,0,0.911,1000.9,1519.0,1162.9,1873.4
000098.jpg,0,0.894,401.0,371.1,562.6,715.1
000099.jpg,0,0.914,1000.6,1518.5,1164.0,1871.4
000099.jpg,0,0.897,400.9,370.7,565.9,711.2
000100.jpg,0,0.914,1003.9,1516.3,1166.6,1867.5
000100.jpg,0,0.903,402.1,370.7,566.8,708.5
000101.jpg,0,0.912,1007.2,1515.4,1168.7,1867.2
000101.jpg,0,0.888,409.9,369.2,572.1,704.2
000102.jpg,0,0.909,1006.1,1512.8,1169.6,1865.8
000102.jpg,0,0.885,408.8,363.7,574.3,708.4
000103.jpg,0,0.915,1007.6,1513.0,1170.8,1865.6
000103.jpg,0,0.895,409.8,358.1,574.7,703.3
000104.jpg,0,0.918,1007.4,1507.2,1172.9,1865.1
000104.jpg,0,0.902,411.2,352.6,575.2,693.4
000105.jpg,0,0.916,1009.7,1508.4,1174.5,1865.5
000105.jpg,0,0.901,409.6,348.8,575.4,689.9
000106.jpg,0,0.913,1009.7,1505.2,1175.7,1865.4
000106.jpg,0,0.895,409.8,345.3,577.4,689.7
000107.jpg,0,0.9,1013.4,1502.7,1177.8,1864.3
000107.jpg,0,0.887,410.4,343.4,580.3,686.7
000108.jpg,0,0.895,1015.4,1505.0,1180.1,1865.4
000108.jpg,0,0.886,412.1,345.3,583.8,690.7
000109.jpg,0,0.9,1011.6,1497.6,1179.5,1863.2
000109.jpg,0,0.886,411.2,342.6,584.9,685.4
000110.jpg,0,0.895,1017.2,1503.8,1182.0,1863.0
000110.jpg,0,0.884,414.6,339.7,587.5,686.2
000111.jpg,0,0.898,1016.0,1499.8,1184.2,1860.0
000111.jpg,0,0.889,416.9,337.3,589.0,682.1
000112.jpg,0,0.901,1016.5,1496.1,1186.5,1857.3
000112.jpg,0,0.887,421.8,334.1,598.8,679.5
000113.jpg,0,0.904,1017.0,1490.4,1187.3,1853.2
000113.jpg,0,0.888,422.4,329.0,601.9,684.4
000114.jpg,0,0.907,1013.7,1479.0,1193.4,1853.3
000114.jpg,0,0.883,423.4,327.3,603.8,682.6
000115.jpg,0,0.908,1016.0,1476.6,1190.5,1850.7
000115.jpg,0,0.888,426.5,326.5,603.2,676.2
000116.jpg,0,0.908,1016.4,1475.6,1191.0,1850.3
000116.jpg,0,0.879,431.9,324.4,608.0,670.5
000117.jpg,0,0.911,1014.5,1469.2,1193.6,1848.6
000117.jpg,0,0.874,438.2,320.1,614.0,667.3
000118.jpg,0,0.909,1014.5,1463.9,1196.1,1846.5
000118.jpg,0,0.867,440.7,322.1,617.3,668.9
000119.jpg,0,0.909,1017.5,1461.4,1196.6,1843.8
000119.jpg,0,0.875,450.0,318.5,620.7,663.1
000120.jpg,0,0.91,1016.9,1456.8,1198.4,1840.5
000120.jpg,0,0.901,453.8,316.2,620.2,650.7
000121.jpg,0,0.909,1019.2,1456.9,1199.3,1835.9
000121.jpg,0,0.897,459.7,311.6,623.5,648.8
000122.jpg,0,0.906,1020.9,1456.0,1200.4,1834.7
000122.jpg,0,0.886,460.3,303.5,627.9,644.7
000123.jpg,0,0.907,1019.5,1454.2,1201.9,1835.2
000123.jpg,0,0.887,466.5,299.8,633.2,636.3
000124.jpg,0,0.904,1020.0,1447.0,1204.2,1833.0
000124.jpg,0,0.901,474.7,299.7,635.2,628.4
000125.jpg,0,0.904,479.1,298.5,643.9,620.5
000125.jpg,0,0.901,1020.3,1447.4,1204.5,1832.3
000126.jpg,0,0.907,484.4,297.2,649.0,617.2
000126.jpg,0,0.898,1020.9,1444.7,1204.9,1832.1
000127.jpg,0,0.916,488.1,289.8,651.3,609.5
000127.jpg,0,0.897,1021.7,1437.9,1207.0,1830.9
000128.jpg,0,0.927,491.2,283.3,657.4,603.3
000128.jpg,0,0.893,1020.0,1433.7,1208.1,1829.3
000129.jpg,0,0.918,493.6,280.5,663.0,602.8
000129.jpg,0,0.9,1018.3,1431.4,1210.1,1829.6
000130.jpg,0,0.926,498.0,277.0,667.9,601.7
000130.jpg,0,0.905,1017.8,1426.8,1212.0,1826.0
000131.jpg,0,0.932,499.5,275.3,670.7,600.3
000131.jpg,0,0.91,1017.0,1421.9,1213.3,1820.3
000132.jpg,0,0.933,505.1,272.3,673.8,595.4
000132.jpg,0,0.911,1017.2,1413.4,1214.4,1817.6
000133.jpg,0,0.93,508.2,275.2,677.4,592.6
000133.jpg,0,0.911,1016.5,1401.0,1217.8,1817.7
000134.jpg,0,0.922,513.5,268.1,684.5,593.1
000134.jpg,0,0.915,1016.1,1390.4,1219.9,1818.6
000135.jpg,0,0.915,1015.7,1379.6,1220.7,1814.7
000135.jpg,0,0.904,518.2,265.2,688.7,591.3
000136.jpg,0,0.911,1014.4,1365.1,1221.1,1810.9
000136.jpg,0,0.875,521.3,256.6,694.5,592.2
000137.jpg,0,0.907,1016.7,1359.6,1223.8,1801.8
000137.jpg,0,0.894,529.0,255.2,696.9,589.3
000138.jpg,0,0.912,1018.2,1347.4,1227.1,1797.5
000138.jpg,0,0.906,536.6,252.2,703.2,590.6
000139.jpg,0,0.919,544.0,247.0,706.5,586.5
000139.jpg,0,0.916,1015.9,1337.6,1230.7,1801.1
000140.jpg,0,0.93,544.3,241.1,711.2,584.8
000140.jpg,0,0.911,1015.2,1337.3,1228.8,1799.7
000141.jpg,0,0.922,547.0,238.5,715.7,582.1
000141.jpg,0,0.91,1016.3,1335.9,1233.7,1791.2
000142.jpg,0,0.927,552.0,237.1,722.6,579.8
000142.jpg,0,0.912,1014.9,1328.8,1233.3,1790.8
000143.jpg,0,0.914,1015.9,1322.6,1233.2,1786.3
000143.jpg,0,0.912,557.2,237.0,727.6,573.3
000144.jpg,0,0.911,1015.9,1320.3,1234.5,1783.9
000144.jpg,0,0.895,561.2,232.3,737.8,566.9
000145.jpg,0,0.916,1016.4,1312.0,1236.3,1783.0
000145.jpg,0,0.894,567.5,227.7,742.9,569.7
000146.jpg,0,0.924,1015.1,1306.6,1240.5,1775.9
000146.jpg,0,0.887,568.2,225.0,752.1,562.0
000147.jpg,0,0.928,1016.3,1303.0,1238.2,1771.2
000147.jpg,0,0.886,571.4,222.9,754.3,556.7
000148.jpg,0,0.927,1014.2,1299.4,1237.2,1768.5
000148.jpg,0,0.89,577.2,221.1,762.4,533.4
000149.jpg,0,0.915,1015.8,1297.0,1241.8,1762.3
000149.jpg,0,0.885,588.1,216.5,770.1,497.3
000150.jpg,0,0.923,1015.9,1294.1,1245.0,1759.4
000150.jpg,0,0.894,593.5,214.4,775.4,477.5
000151.jpg,0,0.92,1014.8,1294.7,1244.2,1753.6
000151.jpg,0,0.902,597.8,210.3,781.2,475.4
000152.jpg,0,0.923,603.4,204.7,786.1,471.6
000152.jpg,0,0.922,1014.0,1290.0,1244.2,1751.4
000153.jpg,0,0.923,1010.8,1280.6,1242.7,1747.5
000153.jpg,0,0.92,607.3,202.0,789.6,465.0
000154.jpg,0,0.923,1003.7,1264.5,1241.5,1745.0
000154.jpg,0,0.923,609.3,200.3,794.7,465.4
000155.jpg,0,0.933,616.6,200.3,800.8,462.3
000155.jpg,0,0.917,1001.9,1252.6,1242.2,1733.3
000156.jpg,0,0.937,621.3,198.8,806.8,460.0
000156.jpg,0,0.919,994.6,1244.3,1234.9,1726.5
000157.jpg,0,0.935,627.6,198.3,809.9,459.4
000157.jpg,0,0.922,989.2,1230.7,1237.3,1717.3
000158.jpg,0,0.933,634.2,197.7,813.9,458.8
000158.jpg,0,0.926,986.7,1214.6,1238.0,1710.1
000159.jpg,0,0.927,638.1,197.6,818.8,458.3
000159.jpg,0,0.926,983.0,1204.5,1231.6,1701.3
000160.jpg,0,0.922,648.6,196.5,829.8,456.3
000160.jpg,0,0.917,977.7,1197.6,1231.4,1688.8
000161.jpg,0,0.918,974.5,1191.0,1232.2,1683.1
000161.jpg,0,0.906,656.7,189.2,836.6,454.3
000162.jpg,0,0.919,973.6,1188.0,1233.4,1673.2
000162.jpg,0,0.901,661.2,188.9,842.5,449.1
000163.jpg,0,0.926,970.8,1183.7,1232.3,1669.3
000163.jpg,0,0.907,669.9,185.8,846.7,443.1
000164.jpg,0,0.932,964.7,1177.1,1229.0,1668.9
000164.jpg,0,0.895,677.7,186.6,854.1,439.9
000165.jpg,0,0.936,962.0,1171.4,1225.6,1666.2
000165.jpg,0,0.91,686.4,176.6,863.0,432.8
000166.jpg,0,0.931,954.5,1167.7,1224.2,1648.7
000166.jpg,0,0.901,690.1,175.9,872.8,432.0
000167.jpg,0,0.93,952.6,1159.2,1222.1,1644.8
000167.jpg,0,0.924,698.3,169.4,882.5,431.2
000168.jpg,0,0.931,702.0,168.8,886.2,430.1
000168.jpg,0,0.928,951.1,1154.5,1221.5,1632.8
000169.jpg,0,0.93,947.3,1154.8,1218.2,1623.7
000169.jpg,0,0.92,707.6,160.3,894.0,428.9
000170.jpg,0,0.934,941.2,1149.7,1220.2,1618.2
000170.jpg,0,0.922,715.3,160.8,902.2,425.4
000171.jpg,0,0.932,935.3,1148.9,1216.4,1614.6
000171.jpg,0,0.916,722.8,160.7,910.1,424.1
000172.jpg,0,0.928,933.3,1143.6,1217.1,1608.4
000172.jpg,0,0.912,727.5,157.3,914.8,428.0
000173.jpg,0,0.93,928.6,1139.3,1211.5,1604.5
000173.jpg,0,0.924,734.5,156.7,925.9,427.5
000174.jpg,0,0.93,924.4,1127.5,1206.5,1590.0
000174.jpg,0,0.912,740.4,157.1,934.5,425.0
000175.jpg,0,0.927,920.1,1115.2,1205.3,1577.8
000175.jpg,0,0.893,745.5,156.1,937.3,421.1
000176.jpg,0,0.927,915.5,1103.0,1202.6,1569.2
000176.jpg,0,0.907,746.6,154.6,943.0,422.9
000177.jpg,0,0.929,906.1,1089.4,1197.7,1560.4
000177.jpg,0,0.917,758.0,154.3,950.9,423.7
000178.jpg,0,0.926,898.7,1073.9,1185.0,1545.6
000178.jpg,0,0.911,768.4,158.4,958.1,425.4
000179.jpg,0,0.931,889.7,1064.8,1184.0,1534.4
000179.jpg,0,0.917,773.7,157.7,961.4,424.9
000180.jpg,0,0.924,778.8,159.3,967.4,424.0
000180.jpg,0,0.914,875.1,1046.0,1182.2,1516.7
000181.jpg,0,0.925,782.9,160.1,974.4,425.1
000181.jpg,0,0.903,864.4,1033.1,1181.1,1496.9
000182.jpg,0,0.914,790.5,161.7,980.3,428.5
000182.jpg,0,0.896,855.8,1032.4,1176.1,1486.5
000183.jpg,0,0.915,798.3,158.2,989.1,434.1
000183.jpg,0,0.899,846.6,1031.5,1169.5,1470.0
000184.jpg,0,0.917,809.8,157.5,997.1,432.5
000184.jpg,0,0.903,839.9,1025.6,1171.4,1457.7
000185.jpg,0,0.932,816.8,156.9,1004.2,433.3
000185.jpg,0,0.905,839.5,1023.2,1169.1,1443.8
000186.jpg,0,0.918,822.3,156.7,1011.4,435.7
000186.jpg,0,0.907,832.4,1019.6,1163.8,1424.1
000187.jpg,0,0.916,828.8,154.4,1019.2,438.3
000187.jpg,0,0.912,832.0,1011.5,1159.3,1412.5
000188.jpg,0,0.917,824.7,1004.9,1154.3,1403.6
000188.jpg,0,0.911,837.8,151.4,1029.6,439.4
000189.jpg,0,0.914,845.4,154.3,1036.7,439.4
000189.jpg,0,0.912,819.8,996.2,1149.9,1388.7
000190.jpg,0,0.905,814.6,993.0,1147.1,1375.0
000190.jpg,0,0.903,848.9,154.8,1040.4,437.9
000191.jpg,0,0.909,804.5,993.9,1143.9,1365.5
000191.jpg,0,0.905,856.6,156.9,1049.6,438.7
000192.jpg,0,0.916,801.5,988.5,1142.3,1355.4
000192.jpg,0,0.893,862.0,150.2,1059.2,445.8
000193.jpg,0,0.914,800.9,986.5,1137.8,1343.3
000193.jpg,0,0.898,867.3,148.0,1066.8,448.9
000194.jpg,0,0.912,800.0,981.8,1135.5,1335.4
000194.jpg,0,0.897,872.5,149.1,1081.4,451.8
000195.jpg,0,0.915,798.9,971.1,1128.6,1317.6
