frame_id,class_id,x_center,y_center,width,height
000045.jpg,0,0.546875,0.809082,0.077148,0.193848
000045.jpg,0,0.532715,0.863281,0.029785,0.124023
000046.jpg,0,0.247559,0.370605,0.124023,0.222168
000046.jpg,0,0.546875,0.809082,0.077148,0.193848
000046.jpg,0,0.532715,0.863281,0.029785,0.124023
000047.jpg,0,0.247559,0.370605,0.124023,0.222168
000047.jpg,0,0.546875,0.809082,0.077148,0.193848
000047.jpg,0,0.532715,0.863281,0.029785,0.124023
000048.jpg,0,0.247559,0.370605,0.124023,0.222168
000048.jpg,0,0.546875,0.809082,0.077148,0.193848
000048.jpg,0,0.532715,0.863281,0.029785,0.124023
000049.jpg,0,0.247559,0.370605,0.124023,0.222168
000049.jpg,0,0.546875,0.809082,0.077148,0.193848
000049.jpg,0,0.532715,0.863281,0.029785,0.124023
000050.jpg,0,0.244141,0.366699,0.113281,0.23877
000050.jpg,0,0.536133,0.815918,0.078613,0.185547
000051.jpg,0,0.242676,0.364258,0.111816,0.23584
000051.jpg,0,0.534668,0.816895,0.078125,0.185059
000052.jpg,0,0.241211,0.361816,0.11084,0.23291
000052.jpg,0,0.533203,0.817871,0.077637,0.184082
000053.jpg,0,0.239746,0.359375,0.109375,0.22998
000053.jpg,0,0.531738,0.818848,0.077637,0.183594
000054.jpg,0,0.23877,0.356934,0.10791,0.227051
000054.jpg,0,0.530273,0.819824,0.077148,0.182617
000055.jpg,0,0.237305,0.354492,0.106445,0.224609
000055.jpg,0,0.528809,0.820312,0.07666,0.182129
000056.jpg,0,0.23584,0.352051,0.10498,0.22168
000056.jpg,0,0.527344,0.821289,0.07666,0.181641
000057.jpg,0,0.234375,0.349121,0.103516,0.21875
000057.jpg,0,0.525879,0.822266,0.076172,0.180664
000058.jpg,0,0.23291,0.34668,0.102539,0.21582
000058.jpg,0,0.524414,0.823242,0.075684,0.180176
000059.jpg,0,0.231445,0.344238,0.101074,0.212891
000059.jpg,0,0.522949,0.824219,0.075684,0.179199
000060.jpg,0,0.22998,0.341797,0.099609,0.210449
000060.jpg,0,0.521484,0.825195,0.075195,0.178711
000061.jpg,0,0.228516,0.339355,0.098145,0.20752
000061.jpg,0,0.52002,0.825684,0.074707,0.177734
000062.jpg,0,0.227051,0.336914,0.09668,0.20459
000062.jpg,0,0.518555,0.82666,0.074707,0.177246
000063.jpg,0,0.225586,0.334473,0.095703,0.20166
000063.jpg,0,0.51709,0.827637,0.074219,0.17627
000064.jpg,0,0.224121,0.331543,0.094238,0.19873
000064.jpg,0,0.515625,0.828613,0.07373,0.175781
000065.jpg,0,0.222656,0.329102,0.092773,0.196289
000065.jpg,0,0.51416,0.82959,0.07373,0.175293
000066.jpg,0,0.223145,0.327148,0.091309,0.195801
000066.jpg,0,0.51416,0.82959,0.074219,0.174805
000067.jpg,0,0.223145,0.325195,0.090332,0.195801
000067.jpg,0,0.513672,0.829102,0.074707,0.174805
000068.jpg,0,0.223633,0.322754,0.089355,0.195801
000068.jpg,0,0.513672,0.829102,0.075195,0.174316
000069.jpg,0,0.223633,0.320801,0.087891,0.195801
000069.jpg,0,0.513184,0.829102,0.075684,0.174316
000070.jpg,0,0.224121,0.318848,0.086914,0.195312
000070.jpg,0,0.513184,0.829102,0.076172,0.173828
000071.jpg,0,0.224121,0.316406,0.085449,0.195312
000071.jpg,0,0.512695,0.828613,0.07666,0.173828
000072.jpg,0,0.224121,0.314453,0.084473,0.195312
000072.jpg,0,0.512695,0.828613,0.077148,0.17334
000073.jpg,0,0.224609,0.312012,0.083008,0.195312
000073.jpg,0,0.512207,0.828613,0.077637,0.17334
000074.jpg,0,0.224609,0.310059,0.082031,0.195312
000074.jpg,0,0.512207,0.828613,0.078125,0.17334
000075.jpg,0,0.225098,0.307617,0.082031,0.193359
000075.jpg,0,0.512695,0.828613,0.077148,0.172852
000076.jpg,0,0.225586,0.305664,0.082031,0.191406
000076.jpg,0,0.513184,0.828613,0.076172,0.172852
000077.jpg,0,0.226074,0.303223,0.082031,0.189453
000077.jpg,0,0.513184,0.828613,0.075195,0.172852
000078.jpg,0,0.226074,0.300781,0.081543,0.1875
000078.jpg,0,0.513672,0.828613,0.074707,0.172852
000079.jpg,0,0.226562,0.298828,0.081543,0.185547
000079.jpg,0,0.51416,0.828125,0.07373,0.172852
000080.jpg,0,0.227051,0.296387,0.081543,0.183594
000080.jpg,0,0.514648,0.828125,0.072754,0.172852
000081.jpg,0,0.227539,0.293945,0.081543,0.181641
000081.jpg,0,0.515137,0.828125,0.072266,0.172363
000082.jpg,0,0.227539,0.291992,0.081543,0.180176
000082.jpg,0,0.515625,0.828125,0.071289,0.172363
000083.jpg,0,0.228027,0.289551,0.081543,0.178223
000083.jpg,0,0.515625,0.828125,0.070312,0.172363
000084.jpg,0,0.228516,0.287598,0.081543,0.177734
000084.jpg,0,0.516602,0.828125,0.070801,0.172363
000085.jpg,0,0.229004,0.286133,0.081543,0.176758
000085.jpg,0,0.517578,0.828125,0.071289,0.172852
000086.jpg,0,0.22998,0.28418,0.081543,0.17627
000086.jpg,0,0.518555,0.828613,0.071777,0.172852
000087.jpg,0,0.230469,0.282715,0.081543,0.175781
000087.jpg,0,0.519531,0.828613,0.072266,0.172852
000088.jpg,0,0.230957,0.280762,0.081543,0.175293
000088.jpg,0,0.520508,0.828613,0.072754,0.172852
000089.jpg,0,0.231445,0.279297,0.081543,0.174805
000089.jpg,0,0.521484,0.828613,0.073242,0.17334
000090.jpg,0,0.232422,0.277344,0.081055,0.174316
000090.jpg,0,0.521973,0.828613,0.073242,0.17334
000091.jpg,0,0.23291,0.275879,0.081055,0.173828
000091.jpg,0,0.522949,0.828613,0.07373,0.17334
000092.jpg,0,0.233398,0.274414,0.081055,0.17334
000092.jpg,0,0.523926,0.828613,0.074219,0.17334
000093.jpg,0,0.233887,0.272461,0.081055,0.172852
000093.jpg,0,0.524902,0.828613,0.074707,0.173828
000094.jpg,0,0.234375,0.270996,0.081055,0.171875
000094.jpg,0,0.525879,0.828613,0.075195,0.173828
000095.jpg,0,0.235352,0.269043,0.081055,0.171387
000095.jpg,0,0.526855,0.829102,0.075684,0.173828
000096.jpg,0,0.23584,0.267578,0.081055,0.170898
000096.jpg,0,0.527344,0.829102,0.076172,0.173828
000097.jpg,0,0.236328,0.265625,0.081055,0.17041
000097.jpg,0,0.52832,0.829102,0.07666,0.174316
000098.jpg,0,0.236328,0.265625,0.081055,0.17041
000098.jpg,0,0.52832,0.829102,0.07666,0.174316
000099.jpg,0,0.237305,0.264648,0.081543,0.17041
000099.jpg,0,0.529297,0.828125,0.07666,0.174805
000100.jpg,0,0.238281,0.263184,0.081543,0.17041
000100.jpg,0,0.529785,0.827148,0.077148,0.175293
000101.jpg,0,0.23877,0.262207,0.082031,0.17041
000101.jpg,0,0.530273,0.825684,0.077148,0.175781
000102.jpg,0,0.239746,0.260742,0.082031,0.17041
000102.jpg,0,0.530762,0.824707,0.077637,0.17627
000103.jpg,0,0.240723,0.259766,0.08252,0.17041
000103.jpg,0,0.53125,0.82373,0.078125,0.176758
000104.jpg,0,0.241699,0.258301,0.08252,0.17041
000104.jpg,0,0.531738,0.822754,0.078125,0.177734
000105.jpg,0,0.242188,0.257324,0.08252,0.17041
000105.jpg,0,0.532715,0.821777,0.078613,0.178223
000106.jpg,0,0.243164,0.255859,0.083008,0.169922
000106.jpg,0,0.533203,0.820801,0.079102,0.178711
000107.jpg,0,0.244141,0.254883,0.083008,0.169922
000107.jpg,0,0.533691,0.819336,0.079102,0.179199
000108.jpg,0,0.245117,0.253418,0.083496,0.169922
000108.jpg,0,0.53418,0.818359,0.07959,0.179688
000109.jpg,0,0.245605,0.252441,0.083496,0.169922
000109.jpg,0,0.534668,0.817383,0.07959,0.180664
000110.jpg,0,0.246582,0.250977,0.083984,0.169922
000110.jpg,0,0.535645,0.816406,0.080078,0.181152
000111.jpg,0,0.247559,0.25,0.083984,0.169922
000111.jpg,0,0.536133,0.81543,0.080566,0.181641
000112.jpg,0,0.248047,0.248535,0.084473,0.169922
000112.jpg,0,0.536621,0.814453,0.080566,0.182129
000113.jpg,0,0.249023,0.247559,0.084473,0.169922
000113.jpg,0,0.537109,0.812988,0.081055,0.182617
000114.jpg,0,0.249023,0.247559,0.084473,0.169922
000114.jpg,0,0.537109,0.812988,0.081055,0.182617
000115.jpg,0,0.251465,0.245117,0.084473,0.169434
000115.jpg,0,0.537598,0.812012,0.082031,0.183594
000116.jpg,0,0.253418,0.243164,0.083984,0.168945
000116.jpg,0,0.538574,0.810547,0.083008,0.184082
000117.jpg,0,0.255859,0.241211,0.083984,0.168457
000117.jpg,0,0.539062,0.80957,0.083984,0.185059
000118.jpg,0,0.257812,0.239258,0.083496,0.167969
000118.jpg,0,0.539551,0.808105,0.084961,0.185547
000119.jpg,0,0.260254,0.236816,0.083008,0.16748
000119.jpg,0,0.540039,0.807129,0.085938,0.186523
000120.jpg,0,0.262207,0.234863,0.083008,0.166504
000120.jpg,0,0.540527,0.805664,0.086914,0.187012
000121.jpg,0,0.264648,0.23291,0.08252,0.166016
000121.jpg,0,0.541016,0.804688,0.087891,0.187988
000122.jpg,0,0.266602,0.230957,0.08252,0.165527
000122.jpg,0,0.541992,0.803223,0.088867,0.188477
000123.jpg,0,0.269043,0.228516,0.082031,0.165039
000123.jpg,0,0.54248,0.802246,0.089844,0.189453
000124.jpg,0,0.270996,0.226562,0.082031,0.164551
000124.jpg,0,0.542969,0.800781,0.090332,0.189941
000125.jpg,0,0.273438,0.224609,0.081543,0.164062
000125.jpg,0,0.543457,0.799805,0.091309,0.190918
000126.jpg,0,0.275391,0.222656,0.081055,0.163574
000126.jpg,0,0.543945,0.79834,0.092285,0.191406
000127.jpg,0,0.277832,0.220703,0.081055,0.163086
000127.jpg,0,0.544434,0.797363,0.093262,0.192383
000128.jpg,0,0.279785,0.218262,0.080566,0.162598
000128.jpg,0,0.54541,0.795898,0.094238,0.192871
000129.jpg,0,0.282227,0.216309,0.080566,0.162109
000129.jpg,0,0.545898,0.794922,0.095215,0.193848
000130.jpg,0,0.282227,0.216309,0.080566,0.162109
000130.jpg,0,0.545898,0.794922,0.095215,0.193848
000131.jpg,0,0.284668,0.214844,0.081055,0.162598
000131.jpg,0,0.545898,0.791992,0.096191,0.197266
000132.jpg,0,0.287598,0.213379,0.081543,0.163574
000132.jpg,0,0.546387,0.789062,0.09668,0.200684
000133.jpg,0,0.290039,0.211426,0.082031,0.164062
000133.jpg,0,0.546875,0.786133,0.097656,0.204102
000134.jpg,0,0.292969,0.209961,0.083008,0.164551
000134.jpg,0,0.546875,0.783691,0.098633,0.20752
000135.jpg,0,0.29541,0.208496,0.083496,0.165039
000135.jpg,0,0.547363,0.780762,0.099121,0.210938
000136.jpg,0,0.29834,0.207031,0.083984,0.166016
000136.jpg,0,0.547852,0.777832,0.100098,0.214355
000137.jpg,0,0.300781,0.205566,0.084473,0.166504
000137.jpg,0,0.547852,0.774902,0.100586,0.217773
000138.jpg,0,0.303223,0.203613,0.085449,0.166992
000138.jpg,0,0.54834,0.771973,0.101562,0.221191
000139.jpg,0,0.306152,0.202148,0.085938,0.167969
000139.jpg,0,0.548828,0.769043,0.102051,0.224609
000140.jpg,0,0.308594,0.200684,0.086426,0.168457
000140.jpg,0,0.548828,0.766602,0.103027,0.228027
000141.jpg,0,0.311523,0.199219,0.086914,0.168945
000141.jpg,0,0.549316,0.763672,0.104004,0.231445
000142.jpg,0,0.313965,0.197266,0.087402,0.169922
000142.jpg,0,0.549805,0.760742,0.104492,0.234863
000143.jpg,0,0.313965,0.197266,0.087402,0.169922
000143.jpg,0,0.549805,0.760742,0.104492,0.234863
000144.jpg,0,0.316895,0.195312,0.087402,0.16748
000144.jpg,0,0.549316,0.757324,0.105469,0.235352
000145.jpg,0,0.319336,0.192871,0.087402,0.165527
000145.jpg,0,0.548828,0.753906,0.106934,0.236328
000146.jpg,0,0.322266,0.19043,0.087402,0.163574
000146.jpg,0,0.54834,0.750488,0.10791,0.236816
000147.jpg,0,0.324707,0.188477,0.086914,0.161133
000147.jpg,0,0.547852,0.74707,0.108887,0.237305
000148.jpg,0,0.327637,0.186035,0.086914,0.15918
000148.jpg,0,0.547363,0.743652,0.109863,0.238281
000149.jpg,0,0.330078,0.183594,0.086914,0.157227
000149.jpg,0,0.546875,0.740234,0.11084,0.23877
000150.jpg,0,0.329102,0.168457,0.093262,0.126465
000150.jpg,0,0.550781,0.746582,0.106934,0.219727
000151.jpg,0,0.33252,0.166992,0.092773,0.126465
000151.jpg,0,0.549316,0.742676,0.10791,0.220215
000152.jpg,0,0.335449,0.166016,0.092285,0.126465
000152.jpg,0,0.54834,0.739258,0.108887,0.220703
000153.jpg,0,0.338867,0.165039,0.091797,0.126953
000153.jpg,0,0.547363,0.735352,0.109863,0.221191
000154.jpg,0,0.341797,0.163574,0.091309,0.126953
000154.jpg,0,0.545898,0.731934,0.111328,0.22168
000155.jpg,0,0.345215,0.162598,0.09082,0.126953
000155.jpg,0,0.544922,0.728027,0.112305,0.222656
000156.jpg,0,0.348145,0.161133,0.090332,0.127441
000156.jpg,0,0.543457,0.720703,0.11377,0.22998
000157.jpg,0,0.351562,0.159668,0.089844,0.127441
000157.jpg,0,0.541504,0.713867,0.115234,0.237793
000158.jpg,0,0.354492,0.158203,0.089355,0.12793
000158.jpg,0,0.540039,0.706543,0.116699,0.245605
000159.jpg,0,0.35791,0.157227,0.088867,0.12793
000159.jpg,0,0.540527,0.703125,0.120605,0.245605
000160.jpg,0,0.36084,0.15625,0.088379,0.12793
000160.jpg,0,0.540527,0.699219,0.124512,0.245605
000161.jpg,0,0.364258,0.155762,0.087891,0.128418
000161.jpg,0,0.540527,0.695801,0.128418,0.245117
000162.jpg,0,0.367188,0.154785,0.087402,0.128418
000162.jpg,0,0.541016,0.692383,0.131836,0.245117
000163.jpg,0,0.370605,0.15332,0.086914,0.128418
000163.jpg,0,0.535645,0.689941,0.124023,0.244629
000164.jpg,0,0.373535,0.152344,0.086426,0.128906
000164.jpg,0,0.53418,0.695312,0.12207,0.228027
000165.jpg,0,0.376953,0.151367,0.085938,0.128906
000165.jpg,0,0.533203,0.691406,0.123047,0.228516
000166.jpg,0,0.379883,0.149902,0.085938,0.129395
000166.jpg,0,0.531738,0.687988,0.124512,0.229004
000167.jpg,0,0.383301,0.148926,0.085449,0.129395
000167.jpg,0,0.530762,0.684082,0.125488,0.229492
000168.jpg,0,0.386719,0.147949,0.086426,0.129883
000168.jpg,0,0.529297,0.680664,0.127441,0.229492
000169.jpg,0,0.390137,0.146973,0.087891,0.129883
000169.jpg,0,0.527832,0.677246,0.128906,0.229004
000170.jpg,0,0.394043,0.145508,0.088867,0.130371
000170.jpg,0,0.526855,0.674316,0.130859,0.229004
000171.jpg,0,0.397461,0.144531,0.090332,0.130859
000171.jpg,0,0.525391,0.670898,0.132324,0.228516
000172.jpg,0,0.401367,0.143555,0.091309,0.131348
000172.jpg,0,0.523926,0.66748,0.134277,0.228516
000173.jpg,0,0.404785,0.14209,0.092773,0.131348
000173.jpg,0,0.522461,0.664062,0.135742,0.228516
000174.jpg,0,0.408691,0.141113,0.09375,0.131836
000174.jpg,0,0.521484,0.661133,0.137695,0.228027
000175.jpg,0,0.412109,0.140137,0.095215,0.132324
000175.jpg,0,0.52002,0.657715,0.13916,0.228027
000176.jpg,0,0.415527,0.13916,0.096191,0.132812
000176.jpg,0,0.518555,0.654297,0.141113,0.227539
000177.jpg,0,0.415527,0.13916,0.096191,0.132812
000177.jpg,0,0.518066,0.647461,0.143555,0.241699
000178.jpg,0,0.419434,0.140137,0.096191,0.133301
000178.jpg,0,0.513672,0.641113,0.145996,0.237305
000179.jpg,0,0.422852,0.141113,0.096191,0.133789
000179.jpg,0,0.509766,0.634766,0.147949,0.23291
000180.jpg,0,0.42627,0.14209,0.096191,0.134277
000180.jpg,0,0.505859,0.628418,0.150391,0.228516
000181.jpg,0,0.429688,0.143066,0.095703,0.134766
000181.jpg,0,0.501953,0.62207,0.152344,0.224609
000182.jpg,0,0.433105,0.144531,0.095703,0.135254
000182.jpg,0,0.498047,0.615723,0.154785,0.220215
000183.jpg,0,0.436523,0.145508,0.095703,0.135742
000183.jpg,0,0.493652,0.609863,0.156738,0.21582
000184.jpg,0,0.441406,0.143555,0.088867,0.136719
000184.jpg,0,0.489258,0.602539,0.156738,0.21582
000185.jpg,0,0.444824,0.144043,0.089844,0.137695
000185.jpg,0,0.487793,0.598633,0.157715,0.211426
000186.jpg,0,0.448242,0.144531,0.09082,0.138672
000186.jpg,0,0.486328,0.594727,0.158203,0.207031
000187.jpg,0,0.45166,0.144531,0.091797,0.139648
000187.jpg,0,0.484375,0.59082,0.15918,0.202637
000188.jpg,0,0.455078,0.14502,0.092773,0.140625
000188.jpg,0,0.48291,0.586914,0.160156,0.197754
000189.jpg,0,0.458496,0.145508,0.09375,0.141602
000189.jpg,0,0.480957,0.583496,0.160645,0.193359
000190.jpg,0,0.461426,0.145996,0.094727,0.142578
000190.jpg,0,0.479492,0.57959,0.161621,0.188965
000191.jpg,0,0.464844,0.145996,0.095703,0.143555
000191.jpg,0,0.477539,0.575684,0.162598,0.18457
000192.jpg,0,0.468262,0.146484,0.096191,0.144531
000192.jpg,0,0.476074,0.571777,0.163574,0.179688
000193.jpg,0,0.47168,0.146973,0.097168,0.145508
000193.jpg,0,0.474121,0.568359,0.164062,0.175293
000194.jpg,0,0.475098,0.147461,0.098145,0.146484
000194.jpg,0,0.472656,0.564453,0.165039,0.170898
000195.jpg,0,0.478516,0.147949,0.099121,0.147461
000195.jpg,0,0.470703,0.560547,0.166016,0.166016
000196.jpg,0,0.481934,0.147949,0.100098,0.148438
000196.jpg,0,0.469238,0.556641,0.161621,0.166504
000197.jpg,0,0.485352,0.148438,0.101074,0.148926
000197.jpg,0,0.467285,0.552734,0.157227,0.16748
000198.jpg,0,0.485352,0.148438,0.101074,0.148926
000198.jpg,0,0.462402,0.54541,0.157227,0.16748
000199.jpg,0,0.487305,0.151367,0.101074,0.15332
000199.jpg,0,0.460449,0.541992,0.157227,0.16748
000200.jpg,0,0.489258,0.153809,0.100586,0.157227
000200.jpg,0,0.458008,0.538574,0.157227,0.16748
000201.jpg,0,0.491211,0.156738,0.100586,0.161621
000201.jpg,0,0.455566,0.535156,0.157227,0.16748
000202.jpg,0,0.493164,0.15918,0.100098,0.165527
000202.jpg,0,0.453613,0.531738,0.157227,0.16748
000203.jpg,0,0.495117,0.162109,0.100098,0.169922
000203.jpg,0,0.451172,0.527832,0.157227,0.16748
000204.jpg,0,0.49707,0.165039,0.099609,0.173828
000204.jpg,0,0.44873,0.524414,0.157227,0.16748
000205.jpg,0,0.499023,0.16748,0.099609,0.178223
000205.jpg,0,0.446777,0.520996,0.157227,0.16748
000206.jpg,0,0.501465,0.17041,0.099121,0.182129
000206.jpg,0,0.444336,0.517578,0.157227,0.16748
000207.jpg,0,0.503418,0.172852,0.099121,0.186035
000207.jpg,0,0.441895,0.51416,0.157227,0.16748
000208.jpg,0,0.505371,0.175781,0.098633,0.19043
000208.jpg,0,0.439453,0.510254,0.157227,0.16748
000209.jpg,0,0.506836,0.180176,0.100586,0.187988
000209.jpg,0,0.445801,0.501953,0.157227,0.16748
000210.jpg,0,0.506836,0.182617,0.097656,0.196777
000210.jpg,0,0.4375,0.501465,0.157227,0.16748
000211.jpg,0,0.513184,0.185547,0.104004,0.195801
000211.jpg,0,0.455566,0.482422,0.15625,0.167969
000211.jpg,0,0.54248,0.870117,0.033691,0.119141
000212.jpg,0,0.515137,0.185547,0.105957,0.196289
000212.jpg,0,0.45752,0.480957,0.15625,0.167969
000212.jpg,0,0.539551,0.87207,0.038086,0.106934
000213.jpg,0,0.51709,0.185547,0.107422,0.196777
000213.jpg,0,0.459961,0.479004,0.156738,0.167969
000213.jpg,0,0.535645,0.871582,0.033203,0.114258
000214.jpg,0,0.519531,0.186035,0.108887,0.196777
000214.jpg,0,0.462402,0.477051,0.156738,0.167969
000214.jpg,0,0.536133,0.870605,0.03418,0.116699
